attempt    K    arraySize    mergeSortTime    hybridSortTime
6    27    5000    0.005314    0.004082
6    28    5000    0.005321    0.004080
6    29    5000    0.005293    0.004078
6    30    5000    0.005299    0.004065
6    31    5000    0.005340    0.004066
6    32    5000    0.005328    0.004069
6    33    5000    0.005296    0.004062
6    34    5000    0.005293    0.004062
6    35    5000    0.005305    0.004070
6    36    5000    0.005325    0.004068
6    37    5000    0.005292    0.004071
6    38    5000    0.005284    0.004419
6    39    5000    0.005295    0.004421
6    40    5000    0.005316    0.004443
6    41    5000    0.005307    0.004461
6    42    5000    0.005297    0.004481
6    43    5000    0.005301    0.004453
6    44    5000    0.005308    0.004460
6    45    5000    0.005297    0.004435
6    46    5000    0.005300    0.004450
6    47    5000    0.005299    0.004458
6    48    5000    0.005307    0.004448
6    49    5000    0.005296    0.004478
6    50    5000    0.005298    0.004446
6    51    5000    0.005300    0.004447
6    52    5000    0.005309    0.004451
6    53    5000    0.005309    0.004447
6    54    5000    0.005301    0.004453
