attempt    K    arraySize    mergeSortTime    hybridSortTime
9    54    5000    0.005295    0.004393
9    55    5000    0.005300    0.004457
9    56    5000    0.005296    0.004415
9    57    5000    0.005292    0.004404
9    58    5000    0.005303    0.004417
9    59    5000    0.005299    0.004404
9    60    5000    0.005291    0.004417
9    61    5000    0.005297    0.004431
9    62    5000    0.005298    0.004428
9    63    5000    0.005300    0.004441
9    64    5000    0.005295    0.004415
9    65    5000    0.005298    0.004408
9    66    5000    0.005297    0.004397
9    67    5000    0.005296    0.004398
9    68    5000    0.005300    0.004423
9    69    5000    0.005300    0.004416
9    70    5000    0.005290    0.004368
9    71    5000    0.005293    0.004419
9    72    5000    0.005299    0.004399
9    73    5000    0.005297    0.004422
9    74    5000    0.005295    0.004410
9    75    5000    0.005297    0.004406
9    76    5000    0.005302    0.004405
9    77    5000    0.005302    0.005453
9    78    5000    0.005295    0.005598
9    79    5000    0.005281    0.005597
9    80    5000    0.005300    0.005577
