attempt    K    arraySize    mergeSortTime    hybridSortTime
668    43    668    0.000202    0.000097
669    43    669    0.000202    0.000100
670    43    670    0.000204    0.000102
671    43    671    0.000202    0.000100
672    43    672    0.000204    0.000100
673    43    673    0.000203    0.000101
674    43    674    0.000204    0.000101
675    43    675    0.000205    0.000101
676    43    676    0.000205    0.000100
677    43    677    0.000206    0.000101
678    43    678    0.000207    0.000101
679    43    679    0.000207    0.000102
680    43    680    0.000208    0.000103
681    43    681    0.000207    0.000101
682    43    682    0.000209    0.000103
683    43    683    0.000209    0.000102
684    43    684    0.000210    0.000104
685    43    685    0.000208    0.000101
686    43    686    0.000210    0.000104
687    43    687    0.000209    0.000103
688    43    688    0.000209    0.000102
689    43    689    0.000210    0.000105
690    43    690    0.000210    0.000104
691    43    691    0.000211    0.000103
692    43    692    0.000211    0.000103
693    43    693    0.000212    0.000104
694    43    694    0.000216    0.000102
695    43    695    0.000212    0.000103
696    43    696    0.000211    0.000105
697    43    697    0.000213    0.000105
698    43    698    0.000211    0.000105
699    43    699    0.000213    0.000105
700    43    700    0.000214    0.000107
701    43    701    0.000213    0.000103
702    43    702    0.000215    0.000106
703    43    703    0.000214    0.000107
704    43    704    0.000215    0.000107
705    43    705    0.000214    0.000108
706    43    706    0.000214    0.000106
707    43    707    0.000218    0.000108
708    43    708    0.000215    0.000107
709    43    709    0.000217    0.000107
710    43    710    0.000216    0.000106
711    43    711    0.000216    0.000107
712    43    712    0.000217    0.000108
713    43    713    0.000217    0.000108
714    43    714    0.000216    0.000109
715    43    715    0.000221    0.000108
716    43    716    0.000217    0.000109
717    43    717    0.000219    0.000108
718    43    718    0.000217    0.000109
719    43    719    0.000218    0.000107
720    43    720    0.000218    0.000109
721    43    721    0.000220    0.000109
722    43    722    0.000228    0.000109
723    43    723    0.000220    0.000109
724    43    724    0.000222    0.000109
725    43    725    0.000221    0.000110
726    43    726    0.000222    0.000110
727    43    727    0.000221    0.000110
728    43    728    0.000223    0.000110
